,title,author,university,link,body,polarity
72,A multimodal seizure detection artificial intelligence-based smart wear ( 2019/20-2020/21 ),Marie-Pierre Gagnon,Laval University,https://cognit.ca/en/research/project/213644,"Epilepsy is a chronic neurological condition that affects as many as 1 in every 100 Canadians. With the ageing of the population, the prevalence and incidence of epilepsy among the elderly is greater than any other age group due to the increasing number brain insults. The first line of treatment consists of long-term drug therapy but more than a third of patients are said to be drug-resistant and continue to suffer from disabling seizures. Due to their unpredictable nature, uncontrolled seizures represent a major personal handicap and source of worriment for patients (risks of injury and death). In addition, persistent seizures constitute a considerable public health burden due to high use of health care resources, high number of disability days or unemployment, and low annual income. For these patients, accurate and rapid detection of seizures could significantly improve their care. Indeed, a system capable of detecting seizures could alert family members, caretakers or medical personnel to intervene in a timely fashion to limit the risk of injuries and death. Hence, the main objective of this project is to develop a user-friendly artificial intelligence-based seizure detection system based on non-invasive multimodal physiological signals obtained through smart wearable devices. Social, ethical, environmental, economic, and legal implications will be taken into account to ensure a smooth and rapid translation to patients with epilepsy. Potential applications are numerous for the benefit of patients (reducing anxiety and enhancing self- confidence), caretakers (evaluation and surveillance), and the healthcare system (reducing associated costs).",0.08392213642213643
73,"Optimisation de la résilience à la COVID-19 des établissements de soins de longue durée desservant des minorités linguistico-culturelles au Manitoba, Nouveau Brunswick et Québec : évaluation et coconstruction d'approches innovantes pour optimiser la participation sociale des familles et proches aidants aux défis de potentielles éclosions ( 2020/21 )",Marie-Pierre Gagnon,Laval University,https://cognit.ca/en/research/project/232824,"Au Canada, 81% des deces de la premiere vague de la COVID-19 sont survenus dans les etablissements de soins de longue duree (ESLD). A ce lourd tribut, s'ajoute la menace d'une deuxieme vague, deja debutee dans plusieurs juridictions. Les mesures de sante publique qui reduisent les contacts avec les professionnels, les familles et proches aidants, emmurent les ESLD. Ce contexte particulier, qui inclut la restriction des visites, approfondit l'isolement et la solitude des personnes agees (PA), notamment en contexte minoritaire. Ces effets collateraux vulnerabilisant pour les PA, non anticipes dans la riposte, sont aujourd'hui fortement vecus par les ESLD. Cette situation unique et alarmante oblige les ESLD a developper des pratiques prometteuses pour le present et les futures eclosions et assurer le maintien du capital social entre les PA et leurs familles et proches aidants, de meme qu'avec le personnel, pour briser l'isolement et la solitude. Au Quebec, le tiers des infections de la COVID-19 a concerne le personnel de la sante. Les ESLD, cadre par excellence d'eclosions saisonnieres (ex. grippe), fonctionne deja avec un effectif insuffisant, epuise et apeure par l'infection. La grande majorite de ESLD n'integre pas les technologies numeriques de facon optimale pour soutenir le personnel. Nul n'etait prepare au defi de la COVID-19, mais les innovations mises en oeuvre jusqu'a maintenant indiquent des ilots de succes, des pratiques gagnantes que notre projet va capitaliser, en se concentrant sur les minorites linguistico-culturelles (ESLD anglophones du Quebec et francophones du Manitoba et du Nouveau-Brunswick). En effet, peu d'initiatives concernant la COVID-19 sont rapportees aupres de ces populations et la situation pourrait etre plus difficile chez les PA en contexte de minorite linguisticoculturelle qui rencontrent ordinairement des defis dans l'acces au systeme de sante. Vu le nombre tres limite de ESLD dedies a ces populations minoritaires dans les provinces, les familles et proches se trouvent souvent loin geographiquement, voire dans d'autres provinces du pays, les solutions numeriques apparaissent particulierement pertinentes. Des six options strategiques, le projet s'articule sur la presence des familles (no 6), en tant que partenaires cles dans les soins et le bris de la solitude. Subsidiairement, il implique les volets 2) prevention et 3) effectifs. Le but du projet est de recenser et implanter les meilleures pratiques et politiques prometteuses et creer une communaute de pratique aux fins d'attenuer l'isolement et la solitude des PA en per et post COVID-19 pour assurer des soins securitaires et de qualite dans les ESLD.",-0.11833333333333333
74,"Developing a wearable device and a mobile application that aids patients in self-management of their COPD by providing biofeedback, education and guidance ( 2017/18-2019/20 )",Robert Wu,University Health Network,https://cognit.ca/en/research/project/151974,"Chronic Obstructive Pulmonary Disease (COPD) is a deadly, prevalent and disabling chronic disease that incurs high cost to the health care system. Even with optimal treatment, people with COPD frequently experience exacerbations or worsening of their condition and need admission to hospital. Wearable technology such as smartwatches may be able to accurately monitor physiologic parameters such as coughing, heart rate and physical activity which may change with exacerbations of COPD. These parameters may both be able to accurately detect early acute exacerbations but also engage patients in their condition. We have developed a smartwatch application that records physical activity, heart rate, and respiratory sounds such as coughing. Our feasibility study found older patients with COPD will wear them, and we can collect accurate information data from the smartwatch sensors such as coughing. To achieve our goal of improving the care of patients with COPD, we will design, build and evaluate an e-Health application that will help patients with COPD manage their condition. This app will help patients monitor their physiologic parameters and will provide guidance for COPD self-management, including what actions to take when a COPD exacerbation occurs. This mobile application will also try to persuade patients with COPD to adopt healthier behaviour such as increasing their physical activity or stopping smoking. It will also be a platform to communicate with their health care provider. From our experience to date, elderly patients with COPD want to take control of their health. Paired with our smartwatch application, an e-Health app may improve their self-management and help them manage their COPD exacerbations earlier and at home. This would reduce the negative and costly experience of requiring a hospital admission. Incorporating this affordable wearable technology into the usual care of patients with COPD care could then help improve the health of the COPD population.",0.11637681159420292
75,Sedatives newly prescribed following intensive care unit admission among sedative-naïve elderly patients: Understanding the risk of falls and determining targets for deprescribing (SNOW-FALL) ( 2018/19-2020/21 ),Robert A Fowler,University of Toronto,https://cognit.ca/en/research/project/180651,"Patients in hospital, especially the critically ill, are often prescribed sedating drugs to help them tolerate procedures and for sleep, anxiety, agitation, and delirium. Although the idea is short term use of sedatives during acute illness, these drugs may be continued on after discharged from the hospital. Elderly patients in the community who take benzodiazepine sedatives are at risk of falls and emergency room visits. New guidelines for the care of critically ill patients suggest using non-benzodiazepine sedatives instead of benzodiazepines. We believe this means that many patients are now receiving non-benzodiazepine sedatives (such as zopiclone, trazodone, and antipsychotics) when they leave the hospital because care providers believe they are safer drugs. However, some of these newer non-benzodiazepine sedative drugs now have Health Canada warnings due to concerns of mental impairment and falls. This study will assess the important knowledge gap regarding changes in the type of sedatives used following hospitalization for critical illness and the impact of these drugs on important patient outcomes such as falls, fractures, emergency room visits, rehospitalisation, and death. Our team of critical care and primary care experts will fill this gap by conducting a large study of elderly critically ill patients using Ontario healthcare databases (2003-2017) that includes information on healthcare encounters and outpatient prescriptions for those over 65 years old. The findings from this study will be used to help identify which sedatives create the largest risk for elderly patients and allow for better guidelines regarding safe prescribing.",0.09207497048406141
76,COVID-19 Ring-based Prevention trial for Undermining Spread (CORPUS) ( 2020/21 ),Robert A Fowler,University of Toronto,https://cognit.ca/en/research/project/231579,"Despite efforts to contain COVID-19, the potential for a global pandemic necessitates the rapid evaluation of strategies for prevention of COVID-19 in close contacts of new cases. Lab data, animal models and early clinical data suggest that a drug commonly used to treat HIV, called Kaletra, may have activity against COVID-19 and its closely related ""cousin"" coronaviruses, SARS and MERS. Kaletra is currently being tested in clinical trials in China for treatment. This drug has been safely used for over two decades in HIV treatment and also in post-exposure prophylaxis (PEP) for un-infected people with high-risk exposures. We propose a study that will address the immediate need for prevention interventions by testing whether or not giving Kaletra PEP to contacts exposed to COVID-19 will stop them from getting the disease. We expect to test this in three key groups of exposed contacts: the frail elderly in nursing/retirement homes, frontline health workers, and household/community contacts. Our trial employs a commonly used approach in vaccination studies called a ring design, which also allows us to collect detailed information about the natural history of the infection in exposed contacts. In addition to testing the effectiveness of our specific intervention, the master protocols and procedures developed can be used to test other prevention interventions including both medications and vaccines, once they become available. This ring design was a key part of the successful eradication of smallpox, and the evaluation of the vaccine used for Ebola. We will identify a ring of exposed close contacts around index cases and randomize these rings to a 14-day course of Kaletra PEP or a placebo control and will test contacts systematically to see if they develop COVID-19. Our study team members of Canadian experts on the frontlines with SARS, MERS, H1N1, Ebola, and HIV, are well connected to coordinate with existing clinical trials networks both in Canada and internationally.",0.09270334928229665
77,"Ageing, communication, technologies (ACT): experiencing a digital world in later life ( 2013/14-2019/20 )",Barbara L Marshall,Trent University,https://cognit.ca/en/research/project/107203,"PREMISE: The world's population is ageing: one in four people are expected to be over the age of 65 in the next two decades, making 'the senior citizen' the largest demographic group in the Western World. At the same time that we are expected to live longer, there has been a proliferation of digital devices, information technologies and mediated systems of communication that network populations globally. How ageing populations, and those in later life, are experiencing a world that is increasingly mediated by the proliferation of digital devices is the primary focus of our partnership. OBJECTIVES: Ageing, Communication, Technologies (ACT) addresses the transformation of the experiences of ageing with the proliferation of new forms of mediated communications in networked societies. It considers how 'digital ageism' -the individual and systemic biases that create forms of inclusion and exclusion that are age-related- operates in subtle ways, and suggests strategies for change. Our objectives are to: transform public discourses and understandings of age and ageing; include older adults as active agents and collaborators in our research agenda to develop appropriate languages, methods and ways to communicate intergenerationally and intra-generationally; develop curricula and teaching methods; provide a lasting collaborative platform for the theorization and critical analysis of the relationship between ageing and digital worlds; draw on the interdisciplinary expertise of our researchers who are working in a wide range of national and transnational settings; foster an inter-institutional sharing of resources and expertise on ageing and media for students, faculty, community workers and selected industry partners; and finally to create strong institutional partnerships and connections across academic institutions and non-academic organizations likewise concerned. RESEARCH TOPICS and METHODS: 'ACT' points to the research that will be undertaken within three inter-related areas: 1) 'Agency in Ageing: Collaborative Creativity and the Digital Arts in Later Life' involves communities in the development of projects that have scholarly and creative outcomes to enhance agency. 2) 'Critical Mediations: Everyday Life and Cultures of Ageing' examines the variegated mediated cultural experiences of adults in later life. 3) 'Telecommunication Technologies: Ageing in Networked Societies' investigates ageing in the context of networked societies. It is primarily conducted through methodologies associated with the social sciences, and bridges internet and telecommunications research with ageing studies. PROCESS and RESULTS: The creation of a vibrant platform for collaborative research and institutional exchange across disciplines and sectors will be fulfilled through six types of activities:1) yearly face-to-face network meetings, 2) pilot projects, or case studies, that instigate new research questions, concepts and knowledge production, create internal exchange and produce further international research, publications and partnered events, 3) summer schools and opportunities for research exchange for faculty and students at the graduate and post-graduate level, 4) collaborative exhibitions and public research events, 5) 'virtual seminars' webcast to the network, and made public through Concordia and institutional partners, 6) collaborative co-production of a robust website for the dissemination of research results, and where web resources (bibliographies, publications, reports, links to other networks, upcoming events) are posted.",0.04691684284707541
78,Digital culture and quantified aging ( 2016/17-2019/20 ),Barbara L Marshall,Trent University,https://cognit.ca/en/research/project/110274,"Conversations about aging populations often trade in apocalyptic demographic predictions of a 'silver tsunami' with dire consequences for the distribution of social resources. Yet optimism is also pinned on new technologies as pivotal in solving the problems of an aging population. As tech-savvy boomers embrace the message of 'active aging', industry leaders predict that they will turn to 'personal technologies' to support their participation in risk-averse lifestyles. Others predict that technology will permit more people to age at home rather than in care facilities. While a range of technologies is implicated, our research is directed at those that track, measure, compare, aggregate and thus quantify, in various ways, age and age-related function. Our focus is on 'quantified aging': the ways that self-tracking technologies and digital apps are used to create new modes and styles of measuring, calculating, storing and sharing information about the aging self. Our objectives are to: 1) trace the origins and development of the digital, or algorithmic, measurement of 'age' and age-related characteristics; 2) analyze the conceptualization, design, marketing and consumer take-up of tracking and measuring technologies aimed at aging individuals; and 3) explore how these technologies become part of the speculative futures of aging, anti-aging, and revisions of care in aging societies. To meet these objectives, we will undertake historical and documentary research and field research at technology and consumer electronic trade shows; conduct textual and visual analysis of marketing and informational materials; conduct interviews with engineers, tech designers, marketers and policy makers, undertake discourse analysis of professional and popular literatures; and conduct interviews, focus groups and social network analysis with users of these technologies. Three types of technologies will be examined: a) 'Wearables' and mobile technologies, including those designed for self-monitoring (such as fitness trackers) and those designed for tracking and monitoring aging individuals by caregivers or institutions. b) Digital apps that collect and connect data from wearable devices, and/or deploy algorithms for 'calculating' age and its correlates; and c) Age-related apps relying on the rhetoric of games and scores, such as those used in digital 'brain training' games that track imagined cognitive plasticity and enhancement, while promising protection against decline. Across these contexts we will explore how concepts of age and 'success' in aging are produced in technical ways and investigate how these connect to professional, actuarial and cultural practices that divide populations into young/old, active/inactive, fit/frail, responsible/irresponsible and risky/risk-averse. Our intent is not to deny that new technologies benefit the lives of older people, but to suggest that such technologies cannot be assessed outside the social contexts in which they are developed, promoted, used and capitalized. Because Canada, like other Western nations, is experiencing the convergence of an aging population and an increased interest in and reliance on digital technologies, the expected outcomes of the research will have both scholarly and social impacts. We will contribute to the knowledge creation around an underexplored but central series of topics and will increase research capacity in the areas of aging and technology. We will train students who will be equipped to take up professional careers and/or policy-making roles in an aging society. Our research will also encourage ethical reflection and debate on the implications of quantification and new measures of age in relation to questions of social status, social inequality and surveillance.",0.06869274136715996
79,Effectiveness of a consumer-targeted pharmacist-led educational intervention to reduce inappropriate prescriptions ( 2013/14-2020/21 ),Andrea Benedetti,McGill University,https://cognit.ca/en/research/project/150506,"As Canadians age, the probability of suffering from different medical conditions and having to take many medications increases. As the number of medications increases, so too does the risk of side effects. Some medications pose greater risks than others. For example, some medications can cause a person to fall, have trouble with their memory, or lead to hospital emergency room visits for low blood sugar. When medications are prescribed for which safer alternatives exist, it is called ""inappropriate prescribing"". National specialist consensus panels regularly publish lists of inappropriate drugs that pose an elevated risk of adverse effects, yet unfortunately inappropriate prescribing persists. As many as 1 in 4 Canadian seniors on public drug programs consume one or more inappropriate medications. Our project proposes a novel intervention whereby pharmacists provide educational materials to both seniors and their primary care providers on the risks of taking inappropriate prescriptions. Recommendations to change inappropriate prescriptions to safer alternatives are provided. Forty-six community pharmacies in Quebec will help us recruit 400 of clients to this project. We hope to show that empowered patients can play a role in helping health professionals reduce inappropriate prescriptions and increase medication safety in the elderly.",0.15000000000000002
80,Core Outcome Set Development for Effectiveness Trials of Interventions to Prevent or Treat Delirium (Del-COrS) ( 2017/18-2019/20 ),Lisa D Burry,Sinai Health System,https://cognit.ca/en/research/project/152929,"Delirium is a condition also known as acute confusional state. Patients have altered consciousness level, sleep disturbance, memory problems, and are unable to focus attention or concentrate. Delirium is common, serious, and potentially preventable. Delirium impacts nearly all patients from the critically ill to elderly living at home. Delirium can result in death, complications, prolonged hospital stay, and loss of independence resulting in long-term care placement. For these reasons, studies of treatments to prevent or reverse delirium have risen considerably. To determine the effects of treatments, researchers measure outcomes, for example quality of life, symptoms, or complications. At present, there is no consistency in outcomes studied by researchers for methods to prevent or treat delirium. This creates problems as we cannot compare or combine study results, making treatment decisions difficult. One strategy to overcome this problem is to agree upon a set of main outcomes for a health condition, called a core outcome set (COS). We aim to develop COS for studies of methods to prevent or treat delirium for critically ill and hospitalized patients, those requiring palliative care, and older adults at risk of delirium. We will review the evidence base to determine outcomes already used. We will interview patients and families about outcomes important to them. We will conduct a Delphi study (consensus building exercise) to seek opinion from patients/family with experience of delirium, clinicians, and researchers and to reach agreement. We will test in this Delphi study if the way we provide information influences the results. We will hold a meeting to establish the final COS. Engagement in research projects may be hard. We will interview our patient/family participants to find out what was hard, what worked well, and recommendations to inform similar studies in the future. Finally we will use the same methods to decide the best tools to measure COS outcomes",-0.06449275362318839
81,Welcoming the 'Sacred Spirit' (child): Connecting Indigenous and Western 'ways of knowing' to inform future policy partnerships to optimize maternal child health service delivery initiatives in remote Canadian regions ( 2019/20-2020/21 ),Nathan C Nickel,University of Manitoba,https://cognit.ca/en/research/project/213145,"""When the child is about to arrive, the elderly women performed the delivery and the baby's ""otisis"" was given to the mother. Elders were part of a welcoming ceremony done later for baby and their family, and the feast prepared by all of the family, friends and community. What's missing [in communities] today is welcoming and honouring the 'gift of life' (teaching from Elder Katherine Whitecloud, MB). Ongoing and historical colonial health practices have systematically diminished the health and well-being of Indigenous communities. One critically important primary healthcare service that shows the impact of colonial relations is maternal/child healthcare. There is the ""absence of teachings regarding the 'Sacred Spirit' (child) along with the responsibilities and preparation for 'life-giving' across the childbearing continuum (preconception, pregnancy, birth and post-delivery). Strategies to embrace and include Indigenous knowledge, values, teachings, and stories are essential for a healthy life in Indigenous communities; the absence of these strategies disrupts the relations among youth, young parents, families, and communities. In this study, we explore maternal healthcare delivery systems and services across 4 remote Canadian jurisdictions. Our exploration includes Indigenous and Western world views and aims to improve the health of communities by bringing back the 'Sacred Spirit' [child]. The teaching tells us that achieving this equates to maintaining wellness. We have and will continue to actively engage Indigenous and non-Indigenous members in 4 remote Canadian jurisdictions each involved in delivering or receiving maternal care. Data sources include interviews, focus groups [story-telling], and document analysis. The outcome will be identification of maternity care delivery models that are integrated, cost-efficient, culturally appropriate, and effectively supporting persons to maintain health and wellness within their own community.",0.12175925925925928
82,Hul'q'umi'num' stories: the prosodics and pragmatics of performance ( 2016/17-2019/20 ),Donna B Gerdts,Simon Fraser University,https://cognit.ca/en/research/project/109978,"Hul'q'umi'num' stories: The prosodics and pragmatics of performance This project focuses on the language of the Hul'q'umi'num' people, who live along the Salish Sea in British Columbia. Hul'q'umi'num' culture is centered on oral performance---ceremonies, music, and storytelling. Over the last fifty years, many Hul'q'umi'num' Elders, because of their grave concern for the future of their language, have had their stories recorded, and we now have a collection of over one thousand texts in all genres, including folktales, legends, autobiographies, public speeches, how-to demonstrations, traditional cultural teachings, and conversations. Thanks to previous SSHRC funding, our experienced team of native speakers and linguists has transcribed and translated these, resulting in a text corpus of more than 12,000 pages. An objective of our project is to create a written literature for Hul'q'umi'num' by preparing these texts for publication---glossing, formatting, and indexing them---and at the same time updating our Hul'q'umi'num' dictionary to include any new words we discover. Also, we honor the legacy of the Hul'q'umi'num' storytellers by using digital media to share the audio or video files of story performances, together with their translations and transcriptions, thereby supporting the efforts of the younger generation to become fluent in their language. The Hul'q'umi'num' Elders are very talented raconteurs, and another objective of our project is to develop an appreciation of stories as verbal art by studying aspects of their performance. We will research narrative and rhetorical structure, detailing the way storytellers use: framing devices such as introductions and conclusions; oral paragraphs to create coherence; parallelism, focus, and contrast to provide emphasis; dialogue to help bring the story to life; and song interludes to help anchor the main lesson of the story in listeners' minds. We will also examine the prosodics of the oral performance of stories, measuring intonation, rhythm, relative emphasis, and rhetorical lengthening, to learn how storytellers use their voices to help convey information and to hold listeners' attention. For example, we will undertake the linguistic analysis of a set of devices we call ""enhancers"", e.g. repetitions, echoes, lists, parentheticals, and vocatives. Because enhancers are not part of core syntactic structure (the subject, object, and verb), they have been largely ignored in the linguistic literature. Our research will thus make a contribution to the theoretical and typological analysis of such devices. It is the goal of our project to make a thorough study of the performances of storytellers in order to gain a better appreciation of stories as oral literature. Capacity building is an important aspect of our project, which partners First Nations Elders and university scholars with First Nations graduate students. Our project adopts decolonized methodologies based on Coast Salish traditional learning models, encouraging students to draw on their cultural knowledge, language fluency, and oratory talents to become accomplished storytellers, while concurrently developing their skills in linguistic analysis and written communication.",0.15082017082017082
83,"First Nations languages in the twenty-first century: looking back, looking forward ( 2012/13-2019/20 )",Donna B Gerdts,Simon Fraser University,https://cognit.ca/en/research/project/106050,"First Nations languages in British Columbia and Yukon Territory are in a state of critical decline, many are deemed near extinction. As community practitioners are keenly aware, the death of each elder who speaks the language represents irretrievable loss of specific indigenous ways of speaking, of seeing the world, of communicating about the land, and the physical and social environment. Amidst the grief and sense of loss experienced in First Nations speech communities, groups of individuals First Nations language communities are in fact ""doing something about it"", having established a range of local initiatives to document the local language, create new speakers, and transfer the language to the next generations. This seven year project is a partnership between Simon Fraser University's recently established First Nations Language Centre and community based First Nations organizations comprising at least 11 languages whose work is dedicated to the maintenance and revitalization of indigenous languages. Grassroots organization based community language practitioners, including elders, community linguists, language learners and educators will engage with a team of indigenous and non-indigenous academic researchers with multi-disciplinary backgrounds to co-produce knowledge and innovative practices that address the challenges of language loss and revitalization. Our goals are to produce local research, and to mobilize knowledge, sharing ""best practices"" insights. Specifically, we will: 1) develop, share and practice innovative ways of language documentation that combine linguistic and indigenous methodologies, and fill gaps in existing data. Themes in documentation include the recording and analysis of natural conversation in archived and recorded speech, stories, conversations, traditional ecological knowledge as well as various specific registers of speech. 2) linguistic, ethnographic and psychological research of ""language-in-use"" in our respective speech communities among current speakers, semi-speakers and second language learners, to gain a better understanding of the changing domains of use of languages, and emerging changes in structure and repertoires which will inform new ways of assessing fluency and proficiency. We will also co-produce and mobilize knowledge about Aboriginal language learning in urban centres connected to ancestral communities, and among youth. 3) develop interactive digital media (apps) for language learning. Innovative digital technology, including 3D holography, will provide interactive exploration of culturally grounded subject matter, providing a powerful collaboration tool between teachers and learners that is accessible 24/7 through a one-on-one interactive instruction environment crucial to language acquisition and comprehension. The impact of these apps on language proficiency, retention and use will be studied and measured. 4) develop protocols and procedures for the digitization, safe storage and access of language materials w to create safe repositories for their data. As outcomes, we expect enhanced language skills and linguistic analysis skills among partners, including students and community researchers, improved knowledge of the realities of language use across generations, enhanced methods of language documentation that involve indigenous perspectives, and ""cool apps"" for language learning and revitalization.",0.15123834498834496
84,Hul'q'umi'num' phonetic structures: exploring paths towards fluent pronunciation ( 2017/18-2019/20 ),Donna B Gerdts,Simon Fraser University,https://cognit.ca/en/research/project/115354,"The Indigenous language revitalization movement is growing in Canada in response, in part, to the awareness that well-being depends upon a solid foundation of linguistic and cultural identity. In British Columbia, home to 60% of Canada's Indigenous languages, very few first-language speaking Elders remain, and so this movement is being carried by adult second-language learners. These language champions have taken on the task of transmitting their language to the next generation, as teachers and parents, and as researchers doing crucial language documentation work. Adult Indigenous language learners are very conscious of the fact that they are responsible for their language's survival, and that if they don't 'get it right', the language will be forever changed. For learners of Salish languages though, authentic pronunciation is difficult, Salish languages being among the most complex in the world in terms of their sound systems. The Coast Salish language Hul'q'umi'num' has 37 consonants, 24 of which do not occur in English. Thus, while Hul'q'umi'num' learners have very high standards with respect to pronunciation, they face difficulties due to the complexity of the phonetic structures. Our immediate objective is to support the development of oral fluency among adult Hul'q'umi'num' language learners, using linguistic analysis as a tool for both research and education. Our longer-term goal is to create the foundation for expanding our partnership with other Coast Salish communities currently focused on developing oral fluency in adult second language learners. Our team consists of university-based and community-based partners who collectively have over a century of experience in teaching, learning, and researching Hul'q'umi'num', as well as decades of experience in research spanning four academic fields: linguistics (phonetics and phonology), second language acquisition, applied linguistics (language learning and teaching), and Indigenous education. Our research focuses on the more challenging aspects of Hul'q'umi'num' pronunciation, including consonants, consonant clusters, and rhythm. During our three-year project, we will conduct a detailed phonetic analysis of pronunciation by speakers at various levels of fluency, identify what the pronunciation challenges are for learners, and develop, implement, and assess pedagogical methods and materials for addressing these challenges. Capacity building is an important aspect of our project, and language teachers will improve their own oral fluency while gaining important knowledge and methods for helping learners to acquire Hul'q'umi'num' phonetic structures. Research on second language pronunciation has overwhelmingly focused on English, and therefore Coast Salish languages, with their incredibly rich sound systems, have much to offer in terms of increasing our understanding of the articulatory, perceptual, and cognitive mechanisms that underlie the human capacity for language learning in adulthood. Moreover, our project meets an urgent need for resources to support language revitalization efforts focused on developing new speakers. Throughout the Coast Salish territory, language programs are struggling to find effective ways of promoting language learning on shoestring budgets. Successful methods and materials for improving pronunciation will have a long-lasting impact on language programs.",0.16032778091473746
85,The potential and realized contributions of Indigenous Elders in higher education ( 2019/20 ),Francine M Emmonds,University of British Columbia,https://cognit.ca/en/research/project/227492,No summary,0.0
86,Private and social insurance of long-term care for the elderly ( 2017/18-2019/20 ),Tatyana A Koreshkova,Concordia University,https://cognit.ca/en/research/project/113359,"In the U.S. and Canada, about half of retirees will experience an event that requires nursing home care. Nursing home expenses are very high, averaging $85,000 per year. In spite of growing long-term care needs of the aging population, few individuals hold private long-term care insurance; most rely on private savings and public long-term care programs. As a result, governments are concerned with the unsustainable burden of the growing cost of public long-term care. The objective of this research agenda is to understand the distinct roles played by private and social insurance of long-term care risk and to derive policy implications that would achieve both sustainability of the public long-term care finance and an optimal mixture of the private and social insurance. I propose to achieve the objectives in four stages. The first two stages use the best available data -- U.S. Health and Retirement Survey -- and model the U.S. long-term care insurance market in order to understand how it works. Once we have a fully developed framework, at the last two stages, the analysis is extended to study long-term care insurance in the context of the Canadian economy. Stage 1: Why the private long-term care insurance market is so small? We propose a model of private and social insurance for long-term care risk, that reproduces salient features of the long-term care insurance market -- the small market size, high cost, high rejections rates and incomplete risk coverage -- as well as the distribution of recipiency for social insurance. We models both supply and demand sides of the insurance market. Optimal insurance contracts are offered by a profit maximizing monopolist. Adverse selection arises because the monopolist does not observe the true risk exposure of the applicants. On the demand side, private long-term care insurance is crowded out by means-tested social insurance. We find that while social insurance discourages purchase of long-term care insurance for the poor, the supply-side frictions explain the non-purchase by more affluent. Moreover, holders of insurance are less likely to enter a nursing home. Stage 2: Welfare analysis of private and social long-term care insurance for retirees. The project will evaluate distributional effects of long-term care subsidies, means-tests for social insurance, tax credits, partnerships of public and private long-term care insurance, with an objective of finding an optimal mix of social and private insurance. The model builds on the results from the first stage and extends it to a realistic life-cycle with a more comprehensive structure of old-age risks, many of which increase with age. Stage 3: Canadian social and private insurance of long-term care builds on the framework developed in the first two stages. In Canada, long-term care is part of the provincial health care system and it is publicly funded on a cost-shared basis with residents. The project will address the following questions: Why is the market for private long-term care insurance much smaller in Canada? Should Canadian government encourage purchases of private long-term care insurance and what are the best incentives it can provide? Stage 4: Choice of long-term care. This project endogenizes the cost of care by modeling the choice of care: formal and informal home care, assisted living and nursing home. The substitution/complementarity between the types of care and their relative cost have important implications for policies seeking to shift the burden of long-term care to private finance. This research bridges three fundamental literatures: theoretical optimal-contracting literature, empirical literature on adverse selection, and quantitative macro literature on the welfare of the elderly and public policy.",0.10376410256410254
87,"Climate change impacts on nutritional adequacy, food security and the adaptation of traditional food systems, perspectives and practices of Eeyou Istchee elders and youth ( 2019/20 )",Christine D Ha,McGill University,https://cognit.ca/en/research/project/216762,"Overall, 25% of the First Nations population in Quebec experience food insecurity, with a 27% prevalence among the Eastern James Bay Cree of Eeyou Istchee. Comprehensive surveillance data on the health and food security status of Indigenous peoples is lacking, and the impacts of climate change on the traditional food systems is a research priority for Eeyou Istchee. Climate change continues to impact Indigenous Peoples' food systems and food security, but the continuity of traditional food consumption spanning historical and recent changes attests to the communities' adaptability. This study is developing a collaborative methodology with community research partners to evaluate the intergenerational differences in dietary habits between youth and elders, and to investigate environmental impacts on dietary habits and transitions. Data will be collected with 2 inland and 2 coastal Eeyou Istchee communities to assess nutritional adequacy and consumption patterns of traditional foods using food frequency questionnaires, adapted to indigenous diets, and 24-hour dietary recalls. Interviews with elders by youth, and group interviews with youth will explore intergenerational knowledge regarding traditional food practices. These discussions aim to identify distinct priorities for elders and youth on traditional food security and for different communities. The methodology of intergenerational exchange of knowledge with elders and youth will deepen understandings of, and align their priorities, identifying future possibilities for mitigating climate change impacts on traditional food security. The findings aim to enhance resilience during an era of high uncertainty, and facilitate capacity-building for health research in Eeyou Istchee.",0.05071428571428572
88,Emotion coregulation in older adulthood ( 2016/17-2019/20 ),Victoria I Michalowski,University of British Columbia,https://cognit.ca/en/research/project/110647,No summary,0.0
89,Cognitive and self-confidence predictors of driving ability in older adults ( 2018/19-2019/20 ),Peter Egeto,Ryerson University,https://cognit.ca/en/research/project/186689,No summary,0.0
90,Towards a modern commentary on the zoological books of Pliny the Elder's natural history ( 2018/19-2019/20 ),Arnoldus D van Roessel,University of Toronto,https://cognit.ca/en/research/project/186641,No summary,0.0
