,Unnamed: 0,title,author,university,link,body
580,580,"Qualitatives 2019 -- The Transdisciplinary Efficacy of Qualitative Methods: Studying Everyday Life, the Empirical Tradition Continues ( 2018/19 )",Gary L Bowden,University of New Brunswick,https://cognit.ca/en/research/project/184159, 
581,581,"Qualitatives 2019 -- The Transdisciplinary Efficacy of Qualitative Methods: Studying Everyday Life, the Empirical Tradition Continues ( 2018/19 )",Jeffrey D van den Scott,Memorial University of Newfoundland,https://cognit.ca/en/research/project/184159, 
582,582,"Qualitatives 2019 -- The Transdisciplinary Efficacy of Qualitative Methods: Studying Everyday Life, the Empirical Tradition Continues ( 2018/19 )",Lisa-Jo K van den Scott,Memorial University of Newfoundland,https://cognit.ca/en/research/project/184159, 
583,583,Le rôle des fondations dans le secteur des services à domicile et aux proches aidants ( 2017/18-2018/19 ),Lucie Dumais,Université du Québec à Montréal,https://cognit.ca/en/research/project/112684, 
584,584,"La gestion de la diversité en milieu de travail : vers une modélisation intégrative des perceptions de discriminations, de la dynamique des relations employeurs-employés et des impacts individuels et organisationnels ( 2017/18-2019/20 )",Tania Saba,University of Montreal,https://cognit.ca/en/research/project/113331, 
585,585,Equity in Emergency Department Utilization in Alberta for Priority Populations during the COVID-19 Pandemic: Exploring Impacts of Changes to Healthcare and Healthcare Utilization through Administrative Data Analysis and Nominal Group Techniques ( 2020/21 ),Brian R Holroyd,University of Alberta,https://cognit.ca/en/research/project/232420, 
586,586,Equity in Emergency Department Utilization in Alberta for Priority Populations during the COVID-19 Pandemic: Exploring Impacts of Changes to Healthcare and Healthcare Utilization through Administrative Data Analysis and Nominal Group Techniques ( 2020/21 ),Brian R Holroyd,University of Alberta,https://cognit.ca/en/research/project/232420, 
587,587,Equity in Emergency Department Utilization in Alberta for Priority Populations during the COVID-19 Pandemic: Exploring Impacts of Changes to Healthcare and Healthcare Utilization through Administrative Data Analysis and Nominal Group Techniques ( 2020/21 ),Jake Hayward,University of Alberta,https://cognit.ca/en/research/project/232420, 
588,588,Does the BC Farmers' Market Nutrition Coupon Program improve the dietary behaviours and psychosocial well-being of low-income adults? ( 2018/19-2020/21 ),Shauna M Downs,Rutgers University,https://cognit.ca/en/research/project/180001, 
589,589,Does the BC Farmers' Market Nutrition Coupon Program improve the dietary behaviours and psychosocial well-being of low-income adults? ( 2018/19-2020/21 ),Kylie Ball,Deakin University,https://cognit.ca/en/research/project/180001, 
590,590,Does the BC Farmers' Market Nutrition Coupon Program improve the dietary behaviours and psychosocial well-being of low-income adults? ( 2018/19-2020/21 ),Candace Nykiforuk,University of Alberta,https://cognit.ca/en/research/project/180001, 
591,591,Does the BC Farmers' Market Nutrition Coupon Program improve the dietary behaviours and psychosocial well-being of low-income adults? ( 2018/19-2020/21 ),Gavin R McCormack,University of Calgary,https://cognit.ca/en/research/project/180001, 
592,592,Does the BC Farmers' Market Nutrition Coupon Program improve the dietary behaviours and psychosocial well-being of low-income adults? ( 2018/19-2020/21 ),Leia Minaker,University of Waterloo,https://cognit.ca/en/research/project/180001, 
593,593,Does the BC Farmers' Market Nutrition Coupon Program improve the dietary behaviours and psychosocial well-being of low-income adults? ( 2018/19-2020/21 ),Erin Faught,University of Calgary,https://cognit.ca/en/research/project/180001, 
594,594,Does the BC Farmers' Market Nutrition Coupon Program improve the dietary behaviours and psychosocial well-being of low-income adults? ( 2018/19-2020/21 ),Jennifer L Black,University of British Columbia,https://cognit.ca/en/research/project/180001, 
595,595,Does the BC Farmers' Market Nutrition Coupon Program improve the dietary behaviours and psychosocial well-being of low-income adults? ( 2018/19-2020/21 ),Tolulope T Sajobi,University of Calgary,https://cognit.ca/en/research/project/180001, 
596,596,Does the BC Farmers' Market Nutrition Coupon Program improve the dietary behaviours and psychosocial well-being of low-income adults? ( 2018/19-2020/21 ),Candace Nykiforuk,University of Alberta,https://cognit.ca/en/research/project/180001, 
597,597,La transmission culturelle chez les Premiers Peuples comme dynamique de mieux-être et d'empowerment ( 2018/19 ),Jacinthe Dion,Université du Québec à Chicoutimi,https://cognit.ca/en/research/project/183901, 
598,598,La transmission culturelle chez les Premiers Peuples comme dynamique de mieux-être et d'empowerment ( 2018/19 ),Christine Couture,Université du Québec à Chicoutimi,https://cognit.ca/en/research/project/183901, 
599,599,La transmission culturelle chez les Premiers Peuples comme dynamique de mieux-être et d'empowerment ( 2018/19 ),Anne Marchand,University of Montreal,https://cognit.ca/en/research/project/183901, 
600,600,Creating Positive Outcomes in Healthcare through Patient Oriented Research ( 2015/16-2020/21 ),Melissa D Rossiter,University of Prince Edward Island,https://cognit.ca/en/research/project/153492, 
601,601,Creating Positive Outcomes in Healthcare through Patient Oriented Research ( 2015/16-2020/21 ),Shelley A Doucet,University of New Brunswick,https://cognit.ca/en/research/project/153492, 
602,602,Creating Positive Outcomes in Healthcare through Patient Oriented Research ( 2015/16-2020/21 ),Travis J Saunders,University of Prince Edward Island,https://cognit.ca/en/research/project/153492, 
603,603,Creating Positive Outcomes in Healthcare through Patient Oriented Research ( 2015/16-2020/21 ),Jennifer P Taylor,University of Prince Edward Island,https://cognit.ca/en/research/project/153492, 
604,604,Creating Positive Outcomes in Healthcare through Patient Oriented Research ( 2015/16-2020/21 ),Jamie F Burr,University of Guelph,https://cognit.ca/en/research/project/153492, 
605,605,Creating Positive Outcomes in Healthcare through Patient Oriented Research ( 2015/16-2020/21 ),Nicky E Hyndman,University of Prince Edward Island,https://cognit.ca/en/research/project/153492, 
606,606,5th Annual Toronto Area Memory Group (TAMeG) Conference ( 2019/20 ),Brian T Levine,Baycrest Health Sciences,https://cognit.ca/en/research/project/215195, 
607,607,Le rôle des fondations dans le secteur des services à domicile et aux proches aidants ( 2017/18-2018/19 ),Christian Jetté,University of Montreal,https://cognit.ca/en/research/project/112684, 
608,608,Co-management of Pacific salmon fisheries: a community-driven approach ( 2018/19 ),Nathan J Young,University of Ottawa,https://cognit.ca/en/research/project/187200, 
609,609,Psychological immersion in the museum: its educational and social benefits in young adults and older adults ( 2016/17-2019/20 ),Colette Dufresne-Tassé,University of Montreal,https://cognit.ca/en/research/project/109930, 
610,610,Knowledge synthesis for mechanistic and targeted in-person and digital social-connection intervention for wellness and resilience in older adults in pandemic context and beyond ( 2020/21 ),Laurette Dubé,McGill University,https://cognit.ca/en/research/project/231757, 
611,611,Culturally Appropriate Practical Solutions Relevant to Indigenous Seniors and Caregivers Of Remote Northern Communities (CAPRICORN) ( 2017/18-2020/21 ),Adrian S Wagg,University of Alberta,https://cognit.ca/en/research/project/153330, 
612,612,Culturally Appropriate Practical Solutions Relevant to Indigenous Seniors and Caregivers Of Remote Northern Communities (CAPRICORN) ( 2017/18-2020/21 ),Sangita Sharma,University of Alberta,https://cognit.ca/en/research/project/153330, 
613,613,"La gestion de la diversité en milieu de travail : vers une modélisation intégrative des perceptions de discriminations, de la dynamique des relations employeurs-employés et des impacts individuels et organisationnels ( 2017/18-2019/20 )",Marie-Therese Chicha,University of Montreal,https://cognit.ca/en/research/project/113331, 
614,614,"La gestion de la diversité en milieu de travail : vers une modélisation intégrative des perceptions de discriminations, de la dynamique des relations employeurs-employés et des impacts individuels et organisationnels ( 2017/18-2019/20 )",Emilie Genin,University of Montreal,https://cognit.ca/en/research/project/113331, 
615,615,"La gestion de la diversité en milieu de travail : vers une modélisation intégrative des perceptions de discriminations, de la dynamique des relations employeurs-employés et des impacts individuels et organisationnels ( 2017/18-2019/20 )",Marie-Eve Dufour,Laval University,https://cognit.ca/en/research/project/113331, 
616,616,Understanding the effectiveness and underlying mechanisms of interventions for socially frailty older adults: A systematic review alongside a realist review ( 2020/21 ),Laure Perrier,University of Toronto,https://cognit.ca/en/research/project/231284, 
617,617,Social frailty interventions that can best support vulnerable older adults during the COVID-19 pandemic: A rapid review ( 2020/21 ),Laure Perrier,University of Toronto,https://cognit.ca/en/research/project/232387, 
618,618,Le rôle des fondations dans le secteur des services à domicile et aux proches aidants ( 2017/18-2018/19 ),Sylvain Lefèvre,Université du Québec à Montréal,https://cognit.ca/en/research/project/112684, 
619,619,Le rôle des fondations dans le secteur des services à domicile et aux proches aidants ( 2017/18-2018/19 ),Sylvain Lefevre,Université du Québec à Montréal,https://cognit.ca/en/research/project/112684, 
620,620,Culturally Appropriate Practical Solutions Relevant to Indigenous Seniors and Caregivers Of Remote Northern Communities (CAPRICORN) ( 2017/18-2020/21 ),Fariba Kolahdooz,University of Alberta,https://cognit.ca/en/research/project/153330, 
621,621,Psychological immersion in the museum: its educational and social benefits in young adults and older adults ( 2016/17-2019/20 ),Anne-Marie Émond,University of Montreal,https://cognit.ca/en/research/project/109930, 
622,622,Non-Covalent Immobilization Methods for Homogeneous Organic Catalysts ( 2018/19-2019/20 ),Stephanie MacQuarrie,Cape Breton University,https://cognit.ca/en/research/project/195234, 
623,623,Non-Covalent Immobilization Methods for Homogeneous Organic Catalysts ( 2018/19-2019/20 ),Stephanie Macquarrie,Cape Breton University,https://cognit.ca/en/research/project/195234, 
624,624,"Peer Champion Support for Hospital Healthcare Workers during and after a Novel Coronavirus Outbreak: It's a Marathon, not a Sprint ( 2020/21 )",Robert G Maunder,Sinai Health System,https://cognit.ca/en/research/project/231550, 
625,625,Knowledge synthesis for mechanistic and targeted in-person and digital social-connection intervention for wellness and resilience in older adults in pandemic context and beyond ( 2020/21 ),Robert N Spreng,Montreal Neurological Institute,https://cognit.ca/en/research/project/231757, 
626,626,Knowledge synthesis for mechanistic and targeted in-person and digital social-connection intervention for wellness and resilience in older adults in pandemic context and beyond ( 2020/21 ),Miguel Cisneros-Franco,McGill University,https://cognit.ca/en/research/project/231757, 
627,627,Knowledge synthesis for mechanistic and targeted in-person and digital social-connection intervention for wellness and resilience in older adults in pandemic context and beyond ( 2020/21 ),Gillian Bartlett-Esquilant,McGill University,https://cognit.ca/en/research/project/231757, 
628,628,Knowledge synthesis for mechanistic and targeted in-person and digital social-connection intervention for wellness and resilience in older adults in pandemic context and beyond ( 2020/21 ),Catherine Paquet,Laval University,https://cognit.ca/en/research/project/231757, 
629,629,Psychological immersion in the museum: its educational and social benefits in young adults and older adults ( 2016/17-2019/20 ),None None,University of Montreal,https://cognit.ca/en/research/project/109930, 
630,630,"Population health analytics in action: Improving impact, sustainability & equity of the health care system ( 2016/17-2020/21 )",Laura C Rosella,University of Toronto,https://cognit.ca/en/research/project/147860, 
631,631,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Laura C Rosella,University of Toronto,https://cognit.ca/en/research/project/216338, 
632,632,Burden sharing in the North Atlantic Treaty Organization (NATO): a post-positivist analysis ( 2016/17-2019/20 ),Benjamin Zyla,University of Ottawa,https://cognit.ca/en/research/project/110306, 
633,633,Joe Clark: a political biography ( 2016/17-2019/20 ),Matthew Hayday,University of Guelph,https://cognit.ca/en/research/project/109761, 
634,634,Waypoint Research Institute 6th Annual Conference on Implementing Evidence-Based Practices: Improved Care for the Underserved in Mental Health and Addictions MOMENTUM-RESEARCH REALIZED ( 2018/19 ),Barna Konkoly-Thege,University of Toronto,https://cognit.ca/en/research/project/180305, 
635,635,"Peer Champion Support for Hospital Healthcare Workers during and after a Novel Coronavirus Outbreak: It's a Marathon, not a Sprint ( 2020/21 )",Allison J McGeer,Sinai Health System,https://cognit.ca/en/research/project/231550, 
636,636,"Peer Champion Support for Hospital Healthcare Workers during and after a Novel Coronavirus Outbreak: It's a Marathon, not a Sprint ( 2020/21 )",Leanne Ginty,Sinai Health System,https://cognit.ca/en/research/project/231550, 
637,637,"Peer Champion Support for Hospital Healthcare Workers during and after a Novel Coronavirus Outbreak: It's a Marathon, not a Sprint ( 2020/21 )",Jonathan J Hunter,Sinai Health System,https://cognit.ca/en/research/project/231550, 
638,638,"Peer Champion Support for Hospital Healthcare Workers during and after a Novel Coronavirus Outbreak: It's a Marathon, not a Sprint ( 2020/21 )",Jennie Johnstone,University of Toronto,https://cognit.ca/en/research/project/231550, 
639,639,"Peer Champion Support for Hospital Healthcare Workers during and after a Novel Coronavirus Outbreak: It's a Marathon, not a Sprint ( 2020/21 )",Lianne P Jeffs,University of Toronto,https://cognit.ca/en/research/project/231550, 
640,640,"Peer Champion Support for Hospital Healthcare Workers during and after a Novel Coronavirus Outbreak: It's a Marathon, not a Sprint ( 2020/21 )",Carla A Loftus,University of Toronto,https://cognit.ca/en/research/project/231550, 
641,641,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Audrey Durand,Laval University,https://cognit.ca/en/research/project/230745, 
642,642,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Caroline Sirois,Laval University,https://cognit.ca/en/research/project/230745, 
643,643,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Richard Khoury,Laval University,https://cognit.ca/en/research/project/230745, 
644,644,Understanding the influence of organizations on child welfare service delivery ( 2015/16-2018/19 ),Barbara A Fallon,University of Toronto,https://cognit.ca/en/research/project/107802, 
645,645,Advancing Concussion Assessment and Treatment in Children and Youth ( 2015/16-2020/21 ),Keith O Yeates,University of Calgary,https://cognit.ca/en/research/project/147640, 
646,646,The Recruitment and Retention of International High-Skilled Professionals for Innovation and Growth ( 2018/19-2019/20 ),Martin Geiger,Carleton University,https://cognit.ca/en/research/project/187150, 
647,647,"Understanding how vulnerable older adults (are new immigrants, Indigenous, have mild-to-moderate dementia or identify as LGBTQ) experience social isolation and loneliness ( 2019/20-2020/21 )",Braden O'Neill,University of Toronto,https://cognit.ca/en/research/project/215737, 
648,648,Road Safety Engineering and Senior Drivers ( 2015/16-2019/20 ),Eric Hildebrand,University of New Brunswick,https://cognit.ca/en/research/project/9816, 
649,649,A Critical Comparative Analysis of Integrated Care Systems and Policies for Older Adults in BC and Beyond ( 2017/18-2018/19 ),Laura T Kadowaki,Simon Fraser University,https://cognit.ca/en/research/project/148238, 
650,650,"A longitudinal examination of the associations among recent stressful life events, emotional reactivity, and nonsuicidal self-injury among university students ( 2017/18-2019/20 )",Chloe A Hamza,University of Toronto,https://cognit.ca/en/research/project/113302, 
651,651,Spectroscopic measurements of atmospheric composition and evolution for an improved understanding of air quality and climate change ( 2014/15-2019/20 ),Aldona Wiacek,Saint Mary's University,https://cognit.ca/en/research/project/23800, 
652,652,"The cell physiology of innate immunity: signal transduction, ion transport and membrane traffic. ( 2015/16-2020/21 )",Sergio Grinstein,Hospital for Sick Children,https://cognit.ca/en/research/project/147584, 
653,653,Waypoint Research Institute 6th Annual Conference on Implementing Evidence-Based Practices: Improved Care for the Underserved in Mental Health and Addictions MOMENTUM-RESEARCH REALIZED ( 2018/19 ),Branka Agic,University of Toronto,https://cognit.ca/en/research/project/180305, 
654,654,TEC4Home: Telehealth for Emergency-Community Continuity of Care Connectivity via Home-Telemonitoring ( 2015/16-2019/20 ),Kendall Ho,University of British Columbia,https://cognit.ca/en/research/project/147501, 
655,655,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Christian Gagné,Laval University,https://cognit.ca/en/research/project/230745, 
656,656,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Jacques Corbeil,Laval University,https://cognit.ca/en/research/project/230745, 
657,657,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),François Laviolette,Laval University,https://cognit.ca/en/research/project/230745, 
658,658,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Philippe Després,Laval University,https://cognit.ca/en/research/project/230745, 
659,659,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Denis Talbot,Laval University,https://cognit.ca/en/research/project/230745, 
660,660,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Alexandre Bureau,Laval University,https://cognit.ca/en/research/project/230745, 
661,661,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Thierry Badard,Laval University,https://cognit.ca/en/research/project/230745, 
662,662,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Anne-Marie Savard,Laval University,https://cognit.ca/en/research/project/230745, 
663,663,Understanding the influence of organizations on child welfare service delivery ( 2015/16-2018/19 ),Micheal L Shier,University of Toronto,https://cognit.ca/en/research/project/107802, 
664,664,Understanding the influence of organizations on child welfare service delivery ( 2015/16-2018/19 ),Bruce J MacLaurin,University of Calgary,https://cognit.ca/en/research/project/107802, 
665,665,Understanding the influence of organizations on child welfare service delivery ( 2015/16-2018/19 ),Nico Trocmé,McGill University,https://cognit.ca/en/research/project/107802, 
666,666,Understanding the influence of organizations on child welfare service delivery ( 2015/16-2018/19 ),Cindy Blackstock,University of Alberta,https://cognit.ca/en/research/project/107802, 
667,667,System justification: Self-regulatory causes and unintended emotional consequences ( 2018/19-2019/20 ),Kristin Laurin,University of British Columbia,https://cognit.ca/en/research/project/183547, 
668,668,Nonlinear Wave Resonances in Bounded Media ( 2019/20 ),David Amundsen,Carleton University,https://cognit.ca/en/research/project/207769, 
669,669,Nonlinear Wave Resonances in Continuous Media ( 2014/15-2018/19 ),David Amundsen,Carleton University,https://cognit.ca/en/research/project/596, 
670,670,Mesures de transition et d'accommodations du personnel infirmier dans les établissements de santé : un enjeu pour les gestionnaires et les ressources humaines! ( 2018/19 ),Frédéric Douville,Laval University,https://cognit.ca/en/research/project/187409, 
671,671,Joint Design of Priority Rules and Service Capacity in Multi-class Queues and Applications in Public Sectors ( 2019/20 ),Yichuan Ding,University of British Columbia,https://cognit.ca/en/research/project/202219, 
672,672,"A longitudinal examination of the associations among recent stressful life events, emotional reactivity, and nonsuicidal self-injury among university students ( 2017/18-2019/20 )",Nancy Lee Heath,McGill University,https://cognit.ca/en/research/project/113302, 
673,673,"A longitudinal examination of the associations among recent stressful life events, emotional reactivity, and nonsuicidal self-injury among university students ( 2017/18-2019/20 )",Abby L Goldstein,University of Toronto,https://cognit.ca/en/research/project/113302, 
674,674,Vulnérabilité et besoin de protection : perceptions des acteurs concernés ( 2018/19 ),Dominique Giroux,Laval University,https://cognit.ca/en/research/project/183749, 
675,675,"Information Overload? The Relations between source monitoring, evaluation, and executive function processes in children ( 2017/18-2019/20 )",Kim Roberts,Wilfrid Laurier University,https://cognit.ca/en/research/project/19122, 
676,676,L'amélioration des soins de première ligne chez les patients âgés : a national focus on de-prescribing ( 2015/16-2018/19 ),Cara Tannenbaum,University of Montreal,https://cognit.ca/en/research/project/152240, 
677,677,TEC4Home: Telehealth for Emergency-Community Continuity of Care Connectivity via Home-Telemonitoring ( 2015/16-2019/20 ),Riyad Baha Abu-Laban,Vancouver General Hospital,https://cognit.ca/en/research/project/147501, 
678,678,TEC4Home: Telehealth for Emergency-Community Continuity of Care Connectivity via Home-Telemonitoring ( 2015/16-2019/20 ),James M Christenson,University of British Columbia,https://cognit.ca/en/research/project/147501, 
679,679,TEC4Home: Telehealth for Emergency-Community Continuity of Care Connectivity via Home-Telemonitoring ( 2015/16-2019/20 ),Nathaniel M Hawkins,University of British Columbia,https://cognit.ca/en/research/project/147501, 
680,680,TEC4Home: Telehealth for Emergency-Community Continuity of Care Connectivity via Home-Telemonitoring ( 2015/16-2019/20 ),Helen J Novak Lauscher,University of British Columbia,https://cognit.ca/en/research/project/147501, 
681,681,TEC4Home: Telehealth for Emergency-Community Continuity of Care Connectivity via Home-Telemonitoring ( 2015/16-2019/20 ),John J Marsden,University of British Columbia,https://cognit.ca/en/research/project/147501, 
682,682,TEC4Home: Telehealth for Emergency-Community Continuity of Care Connectivity via Home-Telemonitoring ( 2015/16-2019/20 ),Panos Nasiopoulos,University of British Columbia,https://cognit.ca/en/research/project/147501, 
683,683,TEC4Home: Telehealth for Emergency-Community Continuity of Care Connectivity via Home-Telemonitoring ( 2015/16-2019/20 ),Hubert H Wong,University of British Columbia,https://cognit.ca/en/research/project/147501, 
684,684,Mesures de transition et d'accommodations du personnel infirmier dans les établissements de santé : un enjeu pour les gestionnaires et les ressources humaines! ( 2018/19 ),Kathleen Lechasseur,Laval University,https://cognit.ca/en/research/project/187409, 
685,685,Mesures de transition et d'accommodations du personnel infirmier dans les établissements de santé : un enjeu pour les gestionnaires et les ressources humaines! ( 2018/19 ),Miriam Lacasse,Laval University,https://cognit.ca/en/research/project/187409, 
686,686,Extending the validation and reliability testing of SCREEN a nutrition risk screening tool for community-living seniors. ( 2020/21 ),George A Heckman,University of Waterloo,https://cognit.ca/en/research/project/230101, 
687,687,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",George A Heckman,University of Waterloo,https://cognit.ca/en/research/project/216338, 
688,688,The role of internal audit reports in public sector risk management ( 2018/19-2019/20 ),Catherine Liston-Heyes,University of Ottawa,https://cognit.ca/en/research/project/183389, 
689,689,The role of internal audit reports in public sector risk management ( 2018/19-2019/20 ),Luc Juillet,University of Ottawa,https://cognit.ca/en/research/project/183389, 
690,690,Vulnérabilité et besoin de protection : perceptions des acteurs concernés ( 2018/19 ),Nathalie Delli Colli,Université de Sherbrooke,https://cognit.ca/en/research/project/183749, 
691,691,Vulnérabilité et besoin de protection : perceptions des acteurs concernés ( 2018/19 ),Christine Morin,Laval University,https://cognit.ca/en/research/project/183749, 
692,692,Vulnérabilité et besoin de protection : perceptions des acteurs concernés ( 2018/19 ),Marie-Josée Drolet,Université du Québec à Trois-Rivières,https://cognit.ca/en/research/project/183749, 
693,693,Structure and rheology of mixed hydrocolloid gels as model systems for food 3D printing ( 2019/20 ),MarieClaude Heuzey,Polytechnique Montréal,https://cognit.ca/en/research/project/212617, 
694,694,Elucidating the molecular mechanisms of regulation of cellular stress sensors ( 2019/20 ),Marek Michalak,University of Alberta,https://cognit.ca/en/research/project/206057, 
695,695,Optimizing and maintaining abilities after stroke ( 2015/16-2020/21 ),Janice J Eng,University of British Columbia,https://cognit.ca/en/research/project/147827, 
696,696,Extending the validation and reliability testing of SCREEN a nutrition risk screening tool for community-living seniors. ( 2020/21 ),Linda Lee,McMaster University,https://cognit.ca/en/research/project/230101, 
697,697,Extending the validation and reliability testing of SCREEN a nutrition risk screening tool for community-living seniors. ( 2020/21 ),Christina O Lengyel,University of Manitoba,https://cognit.ca/en/research/project/230101, 
698,698,Extending the validation and reliability testing of SCREEN a nutrition risk screening tool for community-living seniors. ( 2020/21 ),Marina Mourtzakis,University of Waterloo,https://cognit.ca/en/research/project/230101, 
699,699,Extending the validation and reliability testing of SCREEN a nutrition risk screening tool for community-living seniors. ( 2020/21 ),Jill M Morrison,University of Waterloo,https://cognit.ca/en/research/project/230101, 
700,700,Extending the validation and reliability testing of SCREEN a nutrition risk screening tool for community-living seniors. ( 2020/21 ),Alison M Duncan,University of Guelph,https://cognit.ca/en/research/project/230101, 
701,701,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Jade Boyd,University of British Columbia,https://cognit.ca/en/research/project/147279, 
702,702,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Kate Shannon,University of British Columbia,https://cognit.ca/en/research/project/147279, 
703,703,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",John L Oliffe,University of British Columbia,https://cognit.ca/en/research/project/147279, 
704,704,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Danya Fast,University of British Columbia,https://cognit.ca/en/research/project/147279, 
705,705,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Andrea B Krüsi,University of British Columbia,https://cognit.ca/en/research/project/147279, 
706,706,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Thomas H Kerr,University of British Columbia,https://cognit.ca/en/research/project/147279, 
707,707,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Nadia S Fairbairn,University of British Columbia,https://cognit.ca/en/research/project/147279, 
708,708,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Ryan Mcneil,University of British Columbia,https://cognit.ca/en/research/project/147279, 
709,709,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Nathan J Lachowsky,University of Victoria,https://cognit.ca/en/research/project/147279, 
710,710,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Devon Greyson,University of British Columbia,https://cognit.ca/en/research/project/147279, 
711,711,"On the strategic interactions between defined benefit pension, debt, and equity claimants ( 2014/15-2018/19 )",Murray D Carlson,University of British Columbia,https://cognit.ca/en/research/project/120538, 
712,712,It takes two to tango: a couples approach to goal regulation in old age ( 2016/17-2019/20 ),Christiane Hoppmann,University of British Columbia,https://cognit.ca/en/research/project/109853, 
713,713,Learning and Problem Space in Innovation Project Teams ( 2017/18-2018/19 ),Jean-Francois Harvey,HEC Montréal,https://cognit.ca/en/research/project/112550, 
714,714,"Policy Advice and The Westminster Tradition: Policy Advisory Systems in Canada, Britain, Australia, and New Zealand. ( 2017/18-2018/19 )",jonathan Craft,University of Toronto,https://cognit.ca/en/research/project/112687, 
715,715,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Olivier Ferlatte,University of British Columbia,https://cognit.ca/en/research/project/147279, 
716,716,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Olivier Ferlatte,University of Montreal,https://cognit.ca/en/research/project/147279, 
717,717,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Kora A Debeck,Simon Fraser University,https://cognit.ca/en/research/project/147279, 
718,718,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Travis Salway,Simon Fraser University,https://cognit.ca/en/research/project/147279, 
719,719,B/OLD: Aging in our city ( 2018/19 ),Shannon Hebblethwaite,Concordia University,https://cognit.ca/en/research/project/184120, 
720,720,Structural and Functional Connectivity in the Dynamic Aging Brain ( 2019/20 ),Jodie Gawryluk,University of Victoria,https://cognit.ca/en/research/project/204466, 
721,721,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Devon Greyson,University of Massachusetts,https://cognit.ca/en/research/project/147279, 
722,722,"Addressing sexual- and drug-related HIV risk among young gay, bisexual and other MSM ( 2017/18-2020/21 )",Kora A DeBeck,Simon Fraser University,https://cognit.ca/en/research/project/147279, 
723,723,"Being Gendered: On Women, Feminism, and Philosophy ( 2018/19 )",Shannon Hoff,Memorial University of Newfoundland,https://cognit.ca/en/research/project/183448, 
724,724,"Canterbury tales project, phase 2 ( 2013/14-2018/19 )",Peter M Robinson,University of Saskatchewan,https://cognit.ca/en/research/project/106516, 
725,725,It takes two to tango: a couples approach to goal regulation in old age ( 2016/17-2019/20 ),Carsten Wrosch,Concordia University,https://cognit.ca/en/research/project/109853, 
726,726,Implementation and Evaluation of an Enhanced PharmaNet-Based Adverse Drug Event Reporting Platform to Improve Patient Safety and Meet Adverse Drug Reaction Reporting Requirements ( 2015/16-2019/20 ),Ellen Balka,Simon Fraser University,https://cognit.ca/en/research/project/147492, 
727,727,Implementation and Evaluation of an Enhanced PharmaNet-Based Adverse Drug Event Reporting Platform to Improve Patient Safety and Meet Adverse Drug Reaction Reporting Requirements ( 2015/16-2019/20 ),Corinne M Hohl,University of British Columbia,https://cognit.ca/en/research/project/147492, 
