,text,author_id,conversation_id,created_at,source,reply_settings,public_metrics,lang,id,in_reply_to_user_id,referenced_tweets
161,Liberals make plea for seniors to file taxes as thousands at risk of losing benefits https://t.co/1YEQx97reB,8736882,1316361497086369792,2020-10-14T12:53:32.000Z,dlvr.it,everyone,"{'retweet_count': 8, 'reply_count': 4, 'like_count': 9, 'quote_count': 4}",en,1316361497086369792,,
162,"Recent rise in COVID-19 cases among seniors ‘concerning,’ Theresa Tam says https://t.co/5DSUrVBpug",8736882,1315454399649517568,2020-10-12T00:49:03.000Z,dlvr.it,everyone,"{'retweet_count': 11, 'reply_count': 40, 'like_count': 19, 'quote_count': 2}",en,1315454399649517568,,
163,Saskatchewan election campaign shifts focus to mental health and help for seniors https://t.co/pJHjgUXawO,8736882,1314291356920020992,2020-10-08T19:47:32.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 9, 'quote_count': 0}",en,1314291356920020992,,
164,Quebec’s private seniors residences see a steady rise in COVID-19 cases https://t.co/xMtvUX3KgB,8736882,1309483306933563392,2020-09-25T13:22:04.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 6, 'quote_count': 3}",en,1309483306933563392,,
165,"Coronavirus Update: Throne Speech vows to create jobs, protect seniors on path to pandemic recovery https://t.co/Ysf0xqF6nT",8736882,1308914431334719488,2020-09-23T23:41:33.000Z,dlvr.it,everyone,"{'retweet_count': 6, 'reply_count': 9, 'like_count': 9, 'quote_count': 0}",en,1308914431334719488,,
166,Liberal government proposes penalizing those who neglect seniors in care https://t.co/6m4fWzGIWy,8736882,1308906379990761472,2020-09-23T23:09:33.000Z,dlvr.it,everyone,"{'retweet_count': 10, 'reply_count': 8, 'like_count': 45, 'quote_count': 5}",en,1308906379990761472,,
167,B.C. Senior’s advocate launches survey to assess impact of visitor restrictions during pandemic https://t.co/h8zz3WJcPs,8736882,1298805696624910337,2020-08-27T02:13:03.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 1}",en,1298805696624910337,,
168,"B.C. seniors advocate to survey pandemic experiences of long-term care residents, families https://t.co/6YHH8koUL8",8736882,1298719246302642181,2020-08-26T20:29:32.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,1298719246302642181,,
169,Moderna Inc. says its COVID-19 vaccine shows positive results among older adults https://t.co/0yNEHIu0OJ,8736882,1298656466765672449,2020-08-26T16:20:04.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 1}",en,1298656466765672449,,
170,Saskatchewan chief demands answers after elder says she suffered potassium burn in hospital https://t.co/tlVEuc31Tr,8736882,1296226825148874752,2020-08-19T23:25:32.000Z,dlvr.it,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,1296226825148874752,,
171,Ten additional COVID-19 deaths reported at Montreal-area seniors residence after delay in transmitting data https://t.co/UA4XMLGqBr,8736882,1293579522479026182,2020-08-12T16:06:06.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 5, 'like_count': 2, 'quote_count': 0}",en,1293579522479026182,,
172,"Understaffing turned seniors’ homes into COVID-19 danger zones, health workers say. What can be done to fix that? https://t.co/fw2jDnC2dm",8736882,1292942065098059776,2020-08-10T21:53:04.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 5, 'like_count': 18, 'quote_count': 3}",en,1292942065098059776,,
173,Montreal police search for possible link between violent deaths of two seniors https://t.co/mXXFdMsKif,8736882,1291728686811451394,2020-08-07T13:31:32.000Z,dlvr.it,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1291728686811451394,,
174,"Saskatchewan reporting 38 cases of COVID-19, death of elderly patient https://t.co/ElJyX0xm7d",8736882,1288958935576190976,2020-07-30T22:05:32.000Z,dlvr.it,everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",en,1288958935576190976,,
175,First Nations elder says she’s disappointed woman accused of racist Facebook posts has not faced consequences https://t.co/FNzX67u47A,8736882,1288846191577280512,2020-07-30T14:37:32.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 3, 'like_count': 9, 'quote_count': 0}",en,1288846191577280512,,
176,Health officials take over private seniors’ home in Quebec City after COVID-19 spike https://t.co/GSbKqEpzEk,8736882,1288228627973173249,2020-07-28T21:43:33.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",en,1288228627973173249,,
177,"Elderly couple found dead after house fire in Surrey, B.C. https://t.co/MwdZb8wTSy",8736882,1286327597509406720,2020-07-23T15:49:32.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",en,1286327597509406720,,
178,Ontario hospitals plan off-site care for seniors if second wave of pandemic hits hard https://t.co/0IL5FwZ8YJ,8736882,1286274747580313600,2020-07-23T12:19:32.000Z,dlvr.it,everyone,"{'retweet_count': 7, 'reply_count': 2, 'like_count': 19, 'quote_count': 3}",en,1286274747580313600,,
179,"PEI reports three new COVID-19 cases, including one seniors’ residence employee, first since April https://t.co/IfJt0Xp0Hi https://t.co/En4PJCfYpv",8736882,1279465265617485824,2020-07-04T17:21:05.000Z,dlvr.it,everyone,"{'retweet_count': 6, 'reply_count': 5, 'like_count': 14, 'quote_count': 1}",en,1279465265617485824,,
180,"Long-term care residents in Canada have accounted for about 80% of all deaths in the pandemic. In Ontario, which along with Quebec has been hardest hit, 1,809 residents of seniors’ homes have died of COVID-19.",8736882,1277789136917868544,2020-06-30T02:22:02.000Z,Twitter Web App,everyone,"{'retweet_count': 14, 'reply_count': 2, 'like_count': 33, 'quote_count': 0}",en,1277789461422710784,8736882,"[{'type': 'replied_to', 'id': '1277789381298962433'}]"
181,Documents filed in Ontario’s Superior Court of Justice on Monday accuse Premier Ford’s government of discriminating against seniors’ homes and being “willfully blind” to the risks the highly infectious virus posed to the frail elderly.,8736882,1277789136917868544,2020-06-30T02:21:25.000Z,Twitter Web App,everyone,"{'retweet_count': 29, 'reply_count': 3, 'like_count': 53, 'quote_count': 2}",en,1277789306443239424,8736882,"[{'type': 'replied_to', 'id': '1277789136917868544'}]"
182,"◽️@CPHO_Canada tweeted Friday rates among young people may be up because they are going out more.
Experts say cases in younger age groups are making up a greater portion of the total as outbreaks among seniors at long-term care facilities get under control.",8736882,1275608955092439041,2020-06-24T01:59:16.000Z,Twitter Web App,everyone,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 10, 'quote_count': 1}",en,1275609404990271490,8736882,"[{'type': 'replied_to', 'id': '1275609315865505794'}]"
183,"◽️While people under 20 typically experience a mild form of COVID-19 and are much less likely to have serious complications compared to older adults, the growing number of cases among kids and teens is causing some experts to worry.",8736882,1275608955092439041,2020-06-24T01:57:54.000Z,Twitter Web App,everyone,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",en,1275609059631206403,8736882,"[{'type': 'replied_to', 'id': '1275608955092439041'}]"
184,Family members and advocates urge Ontario to open up seniors homes to caregivers https://t.co/kVfpscwt2V https://t.co/WCAr0ZwKkp,8736882,1275022611014053888,2020-06-22T11:07:33.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 14, 'quote_count': 1}",en,1275022611014053888,,
185,"From front lawns to the front lines, neighbours salute seniors home in nightly ritual https://t.co/ngYVOFpn66 https://t.co/jN1rY7cs4o",8736882,1271760872558321665,2020-06-13T11:06:34.000Z,dlvr.it,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 20, 'quote_count': 2}",en,1271760872558321665,,
186,Ontario tells hospitals they must pay for emergency pandemic costs associated with their seniors’ homes https://t.co/nGh8RpjA5a https://t.co/EKuP15VBPt,8736882,1271151992996388864,2020-06-11T18:47:06.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 4, 'like_count': 1, 'quote_count': 2}",en,1271151992996388864,,
187,Coronavirus Update: GTA hospitals nearly full as crisis forces seniors out of long-term care https://t.co/VHWgajmMDw https://t.co/iNJBFidTKu,8736882,1270500570042785792,2020-06-09T23:38:35.000Z,dlvr.it,everyone,"{'retweet_count': 22, 'reply_count': 3, 'like_count': 17, 'quote_count': 6}",en,1270500570042785792,,
188,Buffalo police arraigned for felony assault of elderly protester https://t.co/BZxW7gXZ2p https://t.co/X002mGQ45T,8736882,1269313740890968064,2020-06-06T17:02:33.000Z,dlvr.it,everyone,"{'retweet_count': 7, 'reply_count': 4, 'like_count': 42, 'quote_count': 1}",en,1269313740890968064,,
189,Ontario and B.C. long-term care operator to review elder abuse at facilities https://t.co/FyXn3wXXqL https://t.co/2GP64GHBUw,8736882,1268831192503087104,2020-06-05T09:05:04.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 6, 'quote_count': 1}",en,1268831192503087104,,
190,My partner lives with his elderly parents and doesn’t want to move in with me. How can I make this loving relationship last? https://t.co/PCusI0Uf1c https://t.co/qHYrvs583n,8736882,1267531748528685056,2020-06-01T19:01:33.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 7, 'quote_count': 0}",en,1267531748528685056,,
191,"Canada’s elder-care crisis grinds away in our jails, too https://t.co/mUCbHGfIMw @GlobeDebate https://t.co/kBo0OLEpZC",8736882,1267381769965236225,2020-06-01T09:05:35.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",en,1267381769965236225,,
192,"Infestations, sedation and neglect: Military report details ‘horrific’ living conditions in seniors’ homes https://t.co/9VjNR1ccQJ https://t.co/kS1qDg7eWQ",8736882,1265470414513291264,2020-05-27T02:30:32.000Z,dlvr.it,everyone,"{'retweet_count': 7, 'reply_count': 5, 'like_count': 15, 'quote_count': 6}",en,1265470414513291264,,
193,I figured out how to keep my elderly parents active in isolation https://t.co/69ZkJqSy5i https://t.co/tlFAvHuVp8,8736882,1265357674687787009,2020-05-26T19:02:33.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 2, 'like_count': 28, 'quote_count': 2}",en,1265357674687787009,,
194,Quebec ombudswoman to investigate high number of COVID-19 deaths at seniors facilities https://t.co/iDU3dlGHnG https://t.co/VtT6WHNELi,8736882,1265321686691221507,2020-05-26T16:39:33.000Z,dlvr.it,everyone,"{'retweet_count': 7, 'reply_count': 4, 'like_count': 12, 'quote_count': 3}",en,1265321686691221507,,
195,"☕ Morning Update – 3 things to know:

• At a seniors' home in Hagersville, Ont., 27 of its 101 residents died of #Covid_19. The Globe investigates what happened.
• Canadian vaccine researchers report positive results
• Asymptomatic testing in Ontario

https://t.co/z7oEmaLfjl",8736882,1265257397775458304,2020-05-26T12:24:05.000Z,Twitter Web App,everyone,"{'retweet_count': 6, 'reply_count': 2, 'like_count': 13, 'quote_count': 3}",en,1265257397775458304,,
196,"COVID-19 killed more than a quarter of this seniors’ home’s residents. Here’s how it, and the province, missed warning signs https://t.co/VcTKAFStkf https://t.co/O8qhYt4ZI2",8736882,1265072041650053122,2020-05-26T00:07:33.000Z,dlvr.it,everyone,"{'retweet_count': 7, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",en,1265072041650053122,,
197,Day-to-day banking proving to be a struggle for some isolating seniors https://t.co/14CoojXBUZ @GlobeMoney https://t.co/lQ4pqq9GTG,8736882,1265051534615695360,2020-05-25T22:46:04.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",en,1265051534615695360,,
198,Pitching in: Delivering food to low-income seniors around Toronto https://t.co/a7GLrF5hVC @GlobeBusiness https://t.co/xilkKYe6vW,8736882,1263926377033510914,2020-05-22T20:15:05.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}",en,1263926377033510914,,
199,Manitoba Premier Brian Pallister including a thank-you note in relief payments to seniors https://t.co/VYJq9WrKkj https://t.co/uZq7ieIPQs,8736882,1261348893637308416,2020-05-15T17:33:05.000Z,dlvr.it,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 3}",en,1261348893637308416,,
200,Volunteer shortage as self-isolating seniors stay home https://t.co/6mO9TRRpJX https://t.co/MbkPuwAmZ7,8736882,1261043135347449858,2020-05-14T21:18:07.000Z,dlvr.it,everyone,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 7, 'quote_count': 1}",en,1261043135347449858,,
201,"☕ Morning Update – 3 things to know:

• At least nine women and girls have been killed in domestic homicides in Canada during #COIV19 pandemic
• Ottawa announces a one-time benefit for seniors
• Interferon emerges as potential COVID-19 treatment https://t.co/yOFWAjFXLh",8736882,1260551704208125952,2020-05-13T12:45:20.000Z,SocialNewsDesk,everyone,"{'retweet_count': 12, 'reply_count': 1, 'like_count': 11, 'quote_count': 4}",en,1260551704208125952,,
202,"Evening Update: China ramps up intimidation tactics in Canada, report says; Ottawa announces COVID-19 relief payment for seniors https://t.co/jZ1zpIVdNq https://t.co/Pv6LMs5Y8I",8736882,1260306641309724672,2020-05-12T20:31:33.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 9, 'like_count': 11, 'quote_count': 0}",en,1260306641309724672,,
203,Politics Briefing: Feds announce COVID-19 support for seniors https://t.co/uqD1ih7XrH @GlobePolitics https://t.co/bDYbH94w9I,8736882,1260262228646785024,2020-05-12T17:35:04.000Z,dlvr.it,everyone,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 5, 'quote_count': 2}",en,1260262228646785024,,
204,Ottawa announces one-time payment for seniors to offset COVID-19 expenses https://t.co/q5wxlNXqvY @GlobePolitics https://t.co/QKVYEoWlZY,8736882,1260218686914195457,2020-05-12T14:42:03.000Z,dlvr.it,everyone,"{'retweet_count': 15, 'reply_count': 12, 'like_count': 23, 'quote_count': 6}",en,1260218686914195457,,
205,"If I have more seniority at a company, should I be asked back to work ahead of my colleagues? https://t.co/DYfr9g7Z3T @Globe_Careers https://t.co/K1CgwN8mDF",8736882,1259771754265735169,2020-05-11T09:06:06.000Z,dlvr.it,everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 2}",en,1259771754265735169,,
206,"Canada’s pandemic record is good, but we failed when it came to protecting seniors homes https://t.co/bXjPco4HY7 @GlobeDebate https://t.co/nC6RHuIKeI",8736882,1259606159788392448,2020-05-10T22:08:05.000Z,dlvr.it,everyone,"{'retweet_count': 11, 'reply_count': 10, 'like_count': 38, 'quote_count': 3}",en,1259606159788392448,,
207,The case for putting seniors’ care under the Canada Health Act https://t.co/CnNp5Qdky9 @GlobeDebate https://t.co/MUuRQwPp47,8736882,1258851052381630464,2020-05-08T20:07:33.000Z,dlvr.it,everyone,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 16, 'quote_count': 2}",en,1258851052381630464,,
208,"Once a retirement plum for Quebec elders, nursing homes are now symbols of neglect https://t.co/vZIhvGc5ck https://t.co/qiKS8ZD6SH",8736882,1258558624533630976,2020-05-08T00:45:33.000Z,dlvr.it,everyone,"{'retweet_count': 6, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}",en,1258558624533630976,,
209,Quebec’s move to allow seniors outside care homes affords the dignity we need in this pandemic https://t.co/iEMPVjjMEL https://t.co/O92G4YyI0b,8736882,1258321813748084736,2020-05-07T09:04:33.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 12, 'quote_count': 0}",en,1258321813748084736,,
210,"Aid coming for seniors facing ‘real’ cost increases due to COVID-19, Duclos says https://t.co/1xc1LJx9ui https://t.co/07T9cfnmjl",8736882,1258142630879191040,2020-05-06T21:12:33.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 5, 'like_count': 13, 'quote_count': 1}",en,1258142630879191040,,
211,"With an early focus on seniors’ residences, Kingston has so far avoided the brunt of COVID-19 https://t.co/ghRxjT7Gak https://t.co/Xyap5NDGfV",8736882,1255075815944904706,2020-04-28T10:06:07.000Z,dlvr.it,everyone,"{'retweet_count': 13, 'reply_count': 2, 'like_count': 42, 'quote_count': 10}",en,1255075815944904706,,
212,It took a pandemic: Why systemic deficiencies in long-term care facilities pose such a danger to our seniors https://t.co/Xe44mkBpYd https://t.co/rgksfOXFSC,8736882,1254698330732417026,2020-04-27T09:06:07.000Z,dlvr.it,everyone,"{'retweet_count': 6, 'reply_count': 1, 'like_count': 10, 'quote_count': 1}",en,1254698330732417026,,
213,Proposed class-action lawsuit filed against owner of several Ontario seniors’ homes https://t.co/t6hGL3LyEm https://t.co/gQjoNSFS91,8736882,1254600176376799232,2020-04-27T02:36:06.000Z,dlvr.it,everyone,"{'retweet_count': 18, 'reply_count': 5, 'like_count': 76, 'quote_count': 5}",en,1254600176376799232,,
214,"COVID-19 should be a wake-up call for seniors. After the pandemic, it’s time for planning https://t.co/anf69ySosW @GlobeDebate https://t.co/1rZNVLlBwD",8736882,1253747933926666241,2020-04-24T18:09:35.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 9, 'like_count': 17, 'quote_count': 2}",en,1253747933926666241,,
215,"For my elderly immigrant parents, the pandemic has exposed the digital literacy gap https://t.co/VBjYff7g9k @GlobeDebate https://t.co/bl2x3Aneuf",8736882,1253747929828880384,2020-04-24T18:09:34.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 3, 'like_count': 7, 'quote_count': 3}",en,1253747929828880384,,
216,"Soldiers shouldn’t permanently care for seniors, PM says, as Ottawa approves help for Ontario, Quebec https://t.co/0zZjg143ec https://t.co/yrYVVRuIpx",8736882,1253363389356576769,2020-04-23T16:41:33.000Z,dlvr.it,everyone,"{'retweet_count': 7, 'reply_count': 4, 'like_count': 6, 'quote_count': 1}",en,1253363389356576769,,
217,"Metro, other grocers give priority e-commerce access to seniors, other vulnerable shoppers https://t.co/EYcAgFX6cM @GlobeBusiness https://t.co/WJhGElAEu9",8736882,1253072094520172545,2020-04-22T21:24:02.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 18, 'quote_count': 0}",en,1253072094520172545,,
218,"The government should help seniors financially in this pandemic, but young adults must come first https://t.co/cRKWFrHlbL @GlobeMoney https://t.co/faodA8edS5",8736882,1253006679282614272,2020-04-22T17:04:06.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 9, 'quote_count': 2}",en,1253006679282614272,,
219,Three professional orders to investigate COVID-19 impact on Quebec seniors’ homes https://t.co/J4Nx9i8ajN https://t.co/SnBNf4URzd,8736882,1252621412453384193,2020-04-21T15:33:11.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",en,1252621412453384193,,
220,A new home: Parrot finds new flock after elderly owner falls ill with COVID-19 https://t.co/2sSk9mVgKL https://t.co/Xj8NLpsNfe,8736882,1250975656365588480,2020-04-17T02:33:33.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 3, 'like_count': 29, 'quote_count': 0}",en,1250975656365588480,,
221,Ontario places pause on transfers from hospitals to seniors’ facilities; Quebec issues third plea for military aid https://t.co/eNTBfGLkhR https://t.co/Xcfpc7BSmJ,8736882,1250960054179659777,2020-04-17T01:31:33.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 17, 'quote_count': 0}",en,1250960054179659777,,
222,A new home: Parrot finds new flock after elderly owner falls ill with COVID-19 https://t.co/rlvmIBHj8n @GlobePolitics https://t.co/Ojic5NpZHZ,8736882,1250952642836062208,2020-04-17T01:02:06.000Z,dlvr.it,everyone,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 28, 'quote_count': 1}",en,1250952642836062208,,
223,Group of Vancouver seniors explore the world of pandemic podcasting https://t.co/SUFq4RPIWZ @GlobeArts https://t.co/K4yIlbN47h,8736882,1250859896515334144,2020-04-16T18:53:33.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",en,1250859896515334144,,
224,Quebec begins publishing list of province’s seniors homes hit by COVID-19 https://t.co/FK87DovQzq https://t.co/hH91XpQiRf,8736882,1250464786237677570,2020-04-15T16:43:32.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",en,1250464786237677570,,
225,Morning Update: Nearly half of Canadian COVID-19-related deaths caused by outbreaks at seniors’ homes https://t.co/WyfPfS7ksK https://t.co/CMfQxuvoew,8736882,1250004005905772545,2020-04-14T10:12:33.000Z,dlvr.it,everyone,"{'retweet_count': 18, 'reply_count': 3, 'like_count': 22, 'quote_count': 3}",en,1250004005905772545,,
226,"Outbreaks at seniors’ homes linked to almost half of COVID-19 deaths in Canada, Theresa Tam says https://t.co/O5CnUFSSU3 https://t.co/73L9EEGoAa",8736882,1249882075588509696,2020-04-14T02:08:03.000Z,dlvr.it,everyone,"{'retweet_count': 25, 'reply_count': 12, 'like_count': 22, 'quote_count': 9}",en,1249882075588509696,,
227,"☕ Morning Update – 3 things to know:

• Investigations launched into Montreal nursing home after 31 seniors die
• Health Canada approved a new rapid test for COVID-19
• Canada so far avoids surge of COVID-19 patients that paralyzed other countries https://t.co/kwFFq3jMJy",8736882,1249680727194640385,2020-04-13T12:47:57.000Z,SocialNewsDesk,everyone,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 36, 'quote_count': 2}",en,1249680727194640385,,
228,"The latest on the coronavirus: New measures for seniors, temporary foreign workers expected https://t.co/mjfRCG8iHw https://t.co/5l38uQkTJa",8736882,1249673205779841026,2020-04-13T12:18:04.000Z,dlvr.it,everyone,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 6, 'quote_count': 2}",en,1249673205779841026,,
229,Morning Update: Authorities begin three separate investigations into Montreal nursing home after 31 seniors die https://t.co/5luxVHoLe6 https://t.co/6ZIySWWEd9,8736882,1249639979036237829,2020-04-13T10:06:02.000Z,dlvr.it,everyone,"{'retweet_count': 13, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}",en,1249639979036237829,,
230,"Coroner, health authorities and police launch investigations into Montreal nursing home after 31 seniors die https://t.co/j2tPtnaDsg https://t.co/loLGryV3DM",8736882,1249520064363024384,2020-04-13T02:09:32.000Z,dlvr.it,everyone,"{'retweet_count': 7, 'reply_count': 1, 'like_count': 19, 'quote_count': 6}",en,1249520064363024384,,
231,"Seniors’ care shouldn’t be a horror show, even when the pandemic is over https://t.co/hWlfW5XGcj https://t.co/cXDIrhadem",8736882,1249102438566522881,2020-04-11T22:30:03.000Z,dlvr.it,everyone,"{'retweet_count': 6, 'reply_count': 7, 'like_count': 33, 'quote_count': 3}",en,1249102438566522881,,
232,"N.L. officials warn of coronavirus risks with aging population, chronic conditions https://t.co/we0rclixwl https://t.co/7IkvYGxJUN",8736882,1248362946561888256,2020-04-09T21:31:34.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,1248362946561888256,,
233,Seniors who don’t need all of their RRIF money this year should consider this https://t.co/TZ7piJu0wB @GlobeMoney https://t.co/c0CdZQndLp,8736882,1247656031645102081,2020-04-07T22:42:32.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",en,1247656031645102081,,
234,"Quebec seniors’ care centre has at least 105 coronavirus cases, eight deaths https://t.co/cPWC22bXkS https://t.co/wTb5LyiQMa",8736882,1247349891086467072,2020-04-07T02:26:03.000Z,dlvr.it,everyone,"{'retweet_count': 11, 'reply_count': 4, 'like_count': 15, 'quote_count': 1}",en,1247349891086467072,,
235,"Toronto seniors’ home offers $20,000 to sole remaining resident to relocate during the pandemic https://t.co/TXxnRIcTbq https://t.co/gKD7SFNJcX",8736882,1246000880618356737,2020-04-03T09:05:34.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",en,1246000880618356737,,
236,"If you can get your relatives out of seniors’ homes, try to do so as fast as you can https://t.co/zyssWKYiCe https://t.co/MCd5llGkT5",8736882,1245846360252809217,2020-04-02T22:51:33.000Z,dlvr.it,everyone,"{'retweet_count': 16, 'reply_count': 0, 'like_count': 33, 'quote_count': 1}",en,1245846360252809217,,
237,"As e-commerce demand surges, seniors and other vulnerable shoppers are in need of delivery services https://t.co/w7QCQbdBXj @GlobeBusiness https://t.co/V4p0wsaVJX",8736882,1245829757553348613,2020-04-02T21:45:35.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1245829757553348613,,
238,Volunteer grocery service helps low-income seniors isolated due to coronavirus https://t.co/JWrqsKH1Oh @GlobeToronto https://t.co/eSSVeZLRDV,8736882,1245785710973440000,2020-04-02T18:50:33.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",en,1245785710973440000,,
239,Alberta health officials say 11 dead after COVID-19 outbreaks; dozens test postive at seniors’ homes https://t.co/3Xvliqfv4h https://t.co/m0z9FT9mpv,8736882,1245529773121482753,2020-04-02T01:53:33.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",en,1245529773121482753,,
240,Almost a quarter of Quebec seniors’ homes have at least one COVID-19 case https://t.co/4EERFC8scR https://t.co/rMpY9F3SHG,8736882,1245438423743127552,2020-04-01T19:50:34.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",en,1245438423743127552,,
241,Paying it forward: Staff at Nova Scotia grocery store use anonymous cash gift to help seniors https://t.co/E5GW6X82OI https://t.co/W3OAT5ve11,8736882,1245407465841127426,2020-04-01T17:47:33.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 12, 'quote_count': 2}",en,1245407465841127426,,
242,"March 31: ‘Seniors are getting hit by a double whammy.’ Readers react to ageism and retirement challenges posed by COVID-19, plus other letters to the editor https://t.co/QhQmrfxO9P @GlobeDebate https://t.co/j8pKYu3Wpw",8736882,1244913858906488839,2020-03-31T09:06:08.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",en,1244913858906488839,,
243,"Overnight fires in Cape Breton result in death at seniors complex, over 40 displaced https://t.co/UmB3rV0QlQ https://t.co/5Obeal6qkj",8736882,1244278659654942720,2020-03-29T15:02:04.000Z,dlvr.it,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,1244278659654942720,,
244,The government’s COVID-19 response isn’t doing enough to help seniors https://t.co/0yEW9VdJN8 @GlobeInvestor https://t.co/HdIZN6zWiI,8736882,1243291270920822784,2020-03-26T21:38:32.000Z,dlvr.it,everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 6, 'quote_count': 1}",en,1243291270920822784,,
245,Our leadership didn’t learn from SARS – and our seniors will pay the price https://t.co/5JGrA7p0AQ @GlobeDebate https://t.co/GIkRGeO7TC,8736882,1242016997958766593,2020-03-23T09:15:02.000Z,dlvr.it,everyone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",en,1242016997958766593,,
